"Cluster"	"ID"	"Description"	"GeneRatio"	"BgRatio"	"pvalue"	"p.adjust"	"qvalue"	"Count"	"Ontology"
"HIPPO"	"GO:1901020"	"negative regulation of calcium ion transmembrane transporter activity"	"4/914"	"26/11810"	0.137402934415629	0.419968406335559	0.350971940609377	4	"BP"
"HIPPO"	"GO:1901797"	"negative regulation of signal transduction by p53 class mediator"	"4/914"	"26/11810"	0.137402934415629	0.419968406335559	0.350971940609377	4	"BP"
"HIPPO"	"GO:0006875"	"cellular metal ion homeostasis"	"31/914"	"327/11810"	0.138683010663007	0.419968406335559	0.350971940609377	31	"BP"
"HIPPO"	"GO:0010923"	"negative regulation of phosphatase activity"	"9/914"	"77/11810"	0.139362122423927	0.419968406335559	0.350971940609377	9	"BP"
"HIPPO"	"GO:2001243"	"negative regulation of intrinsic apoptotic signaling pathway"	"9/914"	"77/11810"	0.139362122423927	0.419968406335559	0.350971940609377	9	"BP"
"HIPPO"	"GO:0034404"	"nucleobase-containing small molecule biosynthetic process"	"16/914"	"154/11810"	0.139375342491297	0.419968406335559	0.350971940609377	16	"BP"
"HIPPO"	"GO:0007050"	"cell cycle arrest"	"19/914"	"188/11810"	0.139418340022664	0.419968406335559	0.350971940609377	19	"BP"
"HIPPO"	"GO:0018958"	"phenol-containing compound metabolic process"	"7/914"	"56/11810"	0.139515698752536	0.419968406335559	0.350971940609377	7	"BP"
"HIPPO"	"GO:0000578"	"embryonic axis specification"	"3/914"	"17/11810"	0.139683547736608	0.419968406335559	0.350971940609377	3	"BP"
"HIPPO"	"GO:0003209"	"cardiac atrium morphogenesis"	"3/914"	"17/11810"	0.139683547736608	0.419968406335559	0.350971940609377	3	"BP"
"HIPPO"	"GO:0003413"	"chondrocyte differentiation involved in endochondral bone morphogenesis"	"3/914"	"17/11810"	0.139683547736608	0.419968406335559	0.350971940609377	3	"BP"
"HIPPO"	"GO:0006103"	"2-oxoglutarate metabolic process"	"3/914"	"17/11810"	0.139683547736608	0.419968406335559	0.350971940609377	3	"BP"
"HIPPO"	"GO:0010664"	"negative regulation of striated muscle cell apoptotic process"	"3/914"	"17/11810"	0.139683547736608	0.419968406335559	0.350971940609377	3	"BP"
"HIPPO"	"GO:0019430"	"removal of superoxide radicals"	"3/914"	"17/11810"	0.139683547736608	0.419968406335559	0.350971940609377	3	"BP"
"HIPPO"	"GO:0032069"	"regulation of nuclease activity"	"3/914"	"17/11810"	0.139683547736608	0.419968406335559	0.350971940609377	3	"BP"
"HIPPO"	"GO:0043496"	"regulation of protein homodimerization activity"	"3/914"	"17/11810"	0.139683547736608	0.419968406335559	0.350971940609377	3	"BP"
"HIPPO"	"GO:0045058"	"T cell selection"	"3/914"	"17/11810"	0.139683547736608	0.419968406335559	0.350971940609377	3	"BP"
"HIPPO"	"GO:0045736"	"negative regulation of cyclin-dependent protein serine/threonine kinase activity"	"3/914"	"17/11810"	0.139683547736608	0.419968406335559	0.350971940609377	3	"BP"
"HIPPO"	"GO:0045742"	"positive regulation of epidermal growth factor receptor signaling pathway"	"3/914"	"17/11810"	0.139683547736608	0.419968406335559	0.350971940609377	3	"BP"
"HIPPO"	"GO:0048247"	"lymphocyte chemotaxis"	"3/914"	"17/11810"	0.139683547736608	0.419968406335559	0.350971940609377	3	"BP"
"HIPPO"	"GO:0055003"	"cardiac myofibril assembly"	"3/914"	"17/11810"	0.139683547736608	0.419968406335559	0.350971940609377	3	"BP"
"HIPPO"	"GO:1900151"	"regulation of nuclear-transcribed mRNA catabolic process, deadenylation-dependent decay"	"3/914"	"17/11810"	0.139683547736608	0.419968406335559	0.350971940609377	3	"BP"
"HIPPO"	"GO:1900153"	"positive regulation of nuclear-transcribed mRNA catabolic process, deadenylation-dependent decay"	"3/914"	"17/11810"	0.139683547736608	0.419968406335559	0.350971940609377	3	"BP"
"HIPPO"	"GO:1900739"	"regulation of protein insertion into mitochondrial membrane involved in apoptotic signaling pathway"	"3/914"	"17/11810"	0.139683547736608	0.419968406335559	0.350971940609377	3	"BP"
"HIPPO"	"GO:1900740"	"positive regulation of protein insertion into mitochondrial membrane involved in apoptotic signaling pathway"	"3/914"	"17/11810"	0.139683547736608	0.419968406335559	0.350971940609377	3	"BP"
"HIPPO"	"GO:1901889"	"negative regulation of cell junction assembly"	"3/914"	"17/11810"	0.139683547736608	0.419968406335559	0.350971940609377	3	"BP"
"HIPPO"	"GO:1904754"	"positive regulation of vascular associated smooth muscle cell migration"	"3/914"	"17/11810"	0.139683547736608	0.419968406335559	0.350971940609377	3	"BP"
"HIPPO"	"GO:0035371"	"microtubule plus-end"	"3/960"	"17/12395"	0.139921335893372	0.487662608143927	0.408267098946914	3	"CC"
"HIPPO"	"GO:0009260"	"ribonucleotide biosynthetic process"	"21/914"	"211/11810"	0.139967160761324	0.420544798190296	0.351453637243592	21	"BP"
"HIPPO"	"GO:0030426"	"growth cone"	"16/960"	"154/12395"	0.140082616342959	0.487662608143927	0.408267098946914	16	"CC"
"HIPPO"	"GO:0071889"	"14-3-3 protein binding"	"4/902"	"26/11561"	0.140376477819367	0.551819184529774	0.493436596263197	4	"MF"
"HIPPO"	"GO:0009126"	"purine nucleoside monophosphate metabolic process"	"24/914"	"246/11810"	0.141685172300578	0.42190982902933	0.352594407633317	24	"BP"
"HIPPO"	"GO:0009199"	"ribonucleoside triphosphate metabolic process"	"24/914"	"246/11810"	0.141685172300578	0.42190982902933	0.352594407633317	24	"BP"
"HIPPO"	"GO:0042581"	"specific granule"	"10/960"	"88/12395"	0.141964344375451	0.491143725572213	0.411181461643183	10	"CC"
"HIPPO"	"GO:0006809"	"nitric oxide biosynthetic process"	"6/914"	"46/11810"	0.14197353419109	0.42190982902933	0.352594407633317	6	"BP"
"HIPPO"	"GO:0019915"	"lipid storage"	"6/914"	"46/11810"	0.14197353419109	0.42190982902933	0.352594407633317	6	"BP"
"HIPPO"	"GO:0035794"	"positive regulation of mitochondrial membrane permeability"	"6/914"	"46/11810"	0.14197353419109	0.42190982902933	0.352594407633317	6	"BP"
"HIPPO"	"GO:0046686"	"response to cadmium ion"	"6/914"	"46/11810"	0.14197353419109	0.42190982902933	0.352594407633317	6	"BP"
"HIPPO"	"GO:0051196"	"regulation of coenzyme metabolic process"	"6/914"	"46/11810"	0.14197353419109	0.42190982902933	0.352594407633317	6	"BP"
"HIPPO"	"GO:0090049"	"regulation of cell migration involved in sprouting angiogenesis"	"6/914"	"46/11810"	0.14197353419109	0.42190982902933	0.352594407633317	6	"BP"
"HIPPO"	"GO:1902108"	"regulation of mitochondrial membrane permeability involved in apoptotic process"	"6/914"	"46/11810"	0.14197353419109	0.42190982902933	0.352594407633317	6	"BP"
"HIPPO"	"GO:1903749"	"positive regulation of establishment of protein localization to mitochondrion"	"6/914"	"46/11810"	0.14197353419109	0.42190982902933	0.352594407633317	6	"BP"
"HIPPO"	"GO:0006584"	"catecholamine metabolic process"	"5/914"	"36/11810"	0.142081085344012	0.42190982902933	0.352594407633317	5	"BP"
"HIPPO"	"GO:0007260"	"tyrosine phosphorylation of STAT protein"	"5/914"	"36/11810"	0.142081085344012	0.42190982902933	0.352594407633317	5	"BP"
"HIPPO"	"GO:0009311"	"oligosaccharide metabolic process"	"5/914"	"36/11810"	0.142081085344012	0.42190982902933	0.352594407633317	5	"BP"
"HIPPO"	"GO:0009712"	"catechol-containing compound metabolic process"	"5/914"	"36/11810"	0.142081085344012	0.42190982902933	0.352594407633317	5	"BP"
"HIPPO"	"GO:0022617"	"extracellular matrix disassembly"	"5/914"	"36/11810"	0.142081085344012	0.42190982902933	0.352594407633317	5	"BP"
"HIPPO"	"GO:0030239"	"myofibril assembly"	"5/914"	"36/11810"	0.142081085344012	0.42190982902933	0.352594407633317	5	"BP"
"HIPPO"	"GO:0045428"	"regulation of nitric oxide biosynthetic process"	"5/914"	"36/11810"	0.142081085344012	0.42190982902933	0.352594407633317	5	"BP"
"HIPPO"	"GO:0072676"	"lymphocyte migration"	"5/914"	"36/11810"	0.142081085344012	0.42190982902933	0.352594407633317	5	"BP"
"HIPPO"	"GO:0017134"	"fibroblast growth factor binding"	"3/902"	"17/11561"	0.142177902136498	0.551819184529774	0.493436596263197	3	"MF"
"HIPPO"	"GO:0043325"	"phosphatidylinositol-3,4-bisphosphate binding"	"3/902"	"17/11561"	0.142177902136498	0.551819184529774	0.493436596263197	3	"MF"
"HIPPO"	"GO:0070064"	"proline-rich region binding"	"3/902"	"17/11561"	0.142177902136498	0.551819184529774	0.493436596263197	3	"MF"
"HIPPO"	"GO:2001242"	"regulation of intrinsic apoptotic signaling pathway"	"13/914"	"121/11810"	0.142442885245152	0.422709885137366	0.353263022797214	13	"BP"
"HIPPO"	"GO:0003727"	"single-stranded RNA binding"	"9/902"	"77/11561"	0.144307626324588	0.553147448133955	0.494624329292715	9	"MF"
"HIPPO"	"GO:0010639"	"negative regulation of organelle organization"	"29/914"	"305/11810"	0.144419063438163	0.427927614491906	0.35762353318207	29	"BP"
"HIPPO"	"GO:0046718"	"viral entry into host cell"	"8/914"	"67/11810"	0.14448167928103	0.427927614491906	0.35762353318207	8	"BP"
"HIPPO"	"GO:0097581"	"lamellipodium organization"	"8/914"	"67/11810"	0.14448167928103	0.427927614491906	0.35762353318207	8	"BP"
"HIPPO"	"GO:0015179"	"L-amino acid transmembrane transporter activity"	"5/902"	"36/11561"	0.14559719968661	0.553147448133955	0.494624329292715	5	"MF"
"HIPPO"	"GO:0030427"	"site of polarized growth"	"16/960"	"155/12395"	0.145680236868955	0.50088822182721	0.419339473248519	16	"CC"
"HIPPO"	"GO:0004536"	"deoxyribonuclease activity"	"6/902"	"46/11561"	0.145906008010364	0.553147448133955	0.494624329292715	6	"MF"
"HIPPO"	"GO:0017112"	"Rab guanyl-nucleotide exchange factor activity"	"6/902"	"46/11561"	0.145906008010364	0.553147448133955	0.494624329292715	6	"MF"
"HIPPO"	"GO:0016482"	"cytosolic transport"	"15/914"	"144/11810"	0.146508844313663	0.433651016545487	0.362406639471327	15	"BP"
"HIPPO"	"GO:0005342"	"organic acid transmembrane transporter activity"	"10/902"	"88/11561"	0.146753404606968	0.553147448133955	0.494624329292715	10	"MF"
"HIPPO"	"GO:0046943"	"carboxylic acid transmembrane transporter activity"	"10/902"	"88/11561"	0.146753404606968	0.553147448133955	0.494624329292715	10	"MF"
"HIPPO"	"GO:0000077"	"DNA damage checkpoint"	"13/914"	"122/11810"	0.148869524611369	0.439147382612523	0.367000009438557	13	"BP"
"HIPPO"	"GO:0051607"	"defense response to virus"	"13/914"	"122/11810"	0.148869524611369	0.439147382612523	0.367000009438557	13	"BP"
"HIPPO"	"GO:0043244"	"regulation of protein complex disassembly"	"10/914"	"89/11810"	0.149019957879589	0.439147382612523	0.367000009438557	10	"BP"
"HIPPO"	"GO:0006885"	"regulation of pH"	"7/914"	"57/11810"	0.149133529846998	0.439147382612523	0.367000009438557	7	"BP"
"HIPPO"	"GO:0022404"	"molting cycle process"	"7/914"	"57/11810"	0.149133529846998	0.439147382612523	0.367000009438557	7	"BP"
"HIPPO"	"GO:0022405"	"hair cycle process"	"7/914"	"57/11810"	0.149133529846998	0.439147382612523	0.367000009438557	7	"BP"
"HIPPO"	"GO:0043242"	"negative regulation of protein complex disassembly"	"7/914"	"57/11810"	0.149133529846998	0.439147382612523	0.367000009438557	7	"BP"
"HIPPO"	"GO:1902930"	"regulation of alcohol biosynthetic process"	"7/914"	"57/11810"	0.149133529846998	0.439147382612523	0.367000009438557	7	"BP"
"HIPPO"	"GO:0051117"	"ATPase binding"	"8/902"	"67/11561"	0.149220561631476	0.55975559961281	0.500533336925525	8	"MF"
"HIPPO"	"GO:0009201"	"ribonucleoside triphosphate biosynthetic process"	"12/914"	"111/11810"	0.149507422863529	0.439795503131883	0.367541650459636	12	"BP"
"HIPPO"	"GO:0046034"	"ATP metabolic process"	"21/914"	"213/11810"	0.149545848529985	0.439795503131883	0.367541650459636	21	"BP"
"HIPPO"	"GO:0006732"	"coenzyme metabolic process"	"27/914"	"283/11810"	0.150395769893883	0.442010946072195	0.369393119037607	27	"BP"
"HIPPO"	"GO:0003015"	"heart process"	"16/914"	"156/11810"	0.150654748110596	0.442487886620083	0.369791703186134	16	"BP"
"HIPPO"	"GO:0010469"	"regulation of signaling receptor activity"	"22/914"	"225/11810"	0.15165851288753	0.442547329926547	0.369841380572126	22	"BP"
"HIPPO"	"GO:0031647"	"regulation of protein stability"	"22/914"	"225/11810"	0.15165851288753	0.442547329926547	0.369841380572126	22	"BP"
"HIPPO"	"GO:0044839"	"cell cycle G2/M phase transition"	"18/914"	"179/11810"	0.151944719203392	0.442547329926547	0.369841380572126	18	"BP"
"HIPPO"	"GO:0002709"	"regulation of T cell mediated immunity"	"4/914"	"27/11810"	0.152028934144347	0.442547329926547	0.369841380572126	4	"BP"
"HIPPO"	"GO:0008206"	"bile acid metabolic process"	"4/914"	"27/11810"	0.152028934144347	0.442547329926547	0.369841380572126	4	"BP"
"HIPPO"	"GO:0010656"	"negative regulation of muscle cell apoptotic process"	"4/914"	"27/11810"	0.152028934144347	0.442547329926547	0.369841380572126	4	"BP"
"HIPPO"	"GO:0030262"	"apoptotic nuclear changes"	"4/914"	"27/11810"	0.152028934144347	0.442547329926547	0.369841380572126	4	"BP"
"HIPPO"	"GO:0042417"	"dopamine metabolic process"	"4/914"	"27/11810"	0.152028934144347	0.442547329926547	0.369841380572126	4	"BP"
"HIPPO"	"GO:0045071"	"negative regulation of viral genome replication"	"4/914"	"27/11810"	0.152028934144347	0.442547329926547	0.369841380572126	4	"BP"
"HIPPO"	"GO:0045824"	"negative regulation of innate immune response"	"4/914"	"27/11810"	0.152028934144347	0.442547329926547	0.369841380572126	4	"BP"
"HIPPO"	"GO:0045851"	"pH reduction"	"4/914"	"27/11810"	0.152028934144347	0.442547329926547	0.369841380572126	4	"BP"
"HIPPO"	"GO:0050710"	"negative regulation of cytokine secretion"	"4/914"	"27/11810"	0.152028934144347	0.442547329926547	0.369841380572126	4	"BP"
"HIPPO"	"GO:0070228"	"regulation of lymphocyte apoptotic process"	"4/914"	"27/11810"	0.152028934144347	0.442547329926547	0.369841380572126	4	"BP"
"HIPPO"	"GO:1901532"	"regulation of hematopoietic progenitor cell differentiation"	"4/914"	"27/11810"	0.152028934144347	0.442547329926547	0.369841380572126	4	"BP"
"HIPPO"	"GO:0002824"	"positive regulation of adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains"	"6/914"	"47/11810"	0.152807333712901	0.443965942266816	0.371026929576588	6	"BP"
"HIPPO"	"GO:0006120"	"mitochondrial electron transport, NADH to ubiquinone"	"6/914"	"47/11810"	0.152807333712901	0.443965942266816	0.371026929576588	6	"BP"
"HIPPO"	"GO:1905710"	"positive regulation of membrane permeability"	"6/914"	"47/11810"	0.152807333712901	0.443965942266816	0.371026929576588	6	"BP"
"HIPPO"	"GO:0050727"	"regulation of inflammatory response"	"17/914"	"168/11810"	0.154255702725173	0.44690327078524	0.373481685398136	17	"BP"
"HIPPO"	"GO:0006026"	"aminoglycan catabolic process"	"5/914"	"37/11810"	0.154501961184932	0.44690327078524	0.373481685398136	5	"BP"
"HIPPO"	"GO:0031103"	"axon regeneration"	"5/914"	"37/11810"	0.154501961184932	0.44690327078524	0.373481685398136	5	"BP"
"HIPPO"	"GO:0034103"	"regulation of tissue remodeling"	"5/914"	"37/11810"	0.154501961184932	0.44690327078524	0.373481685398136	5	"BP"
"HIPPO"	"GO:0044088"	"regulation of vacuole organization"	"5/914"	"37/11810"	0.154501961184932	0.44690327078524	0.373481685398136	5	"BP"
"HIPPO"	"GO:0050732"	"negative regulation of peptidyl-tyrosine phosphorylation"	"5/914"	"37/11810"	0.154501961184932	0.44690327078524	0.373481685398136	5	"BP"
"HIPPO"	"GO:0051926"	"negative regulation of calcium ion transport"	"5/914"	"37/11810"	0.154501961184932	0.44690327078524	0.373481685398136	5	"BP"
"HIPPO"	"GO:0030662"	"coated vesicle membrane"	"14/960"	"134/12395"	0.154790357245439	0.528946190096378	0.442829372035709	14	"CC"
"HIPPO"	"GO:0008266"	"poly(U) RNA binding"	"4/902"	"27/11561"	0.155249172167582	0.567000741273431	0.507011941042032	4	"MF"
"HIPPO"	"GO:0017046"	"peptide hormone binding"	"4/902"	"27/11561"	0.155249172167582	0.567000741273431	0.507011941042032	4	"MF"
"HIPPO"	"GO:0019359"	"nicotinamide nucleotide biosynthetic process"	"9/914"	"79/11810"	0.155748793734972	0.449657085256298	0.375783076632346	9	"BP"
"HIPPO"	"GO:0019363"	"pyridine nucleotide biosynthetic process"	"9/914"	"79/11810"	0.155748793734972	0.449657085256298	0.375783076632346	9	"BP"
"HIPPO"	"GO:1990542"	"mitochondrial transmembrane transport"	"9/914"	"79/11810"	0.155748793734972	0.449657085256298	0.375783076632346	9	"BP"
"HIPPO"	"GO:0019362"	"pyridine nucleotide metabolic process"	"12/914"	"112/11810"	0.156442784317302	0.450335459495874	0.376350001000302	12	"BP"
"HIPPO"	"GO:0046165"	"alcohol biosynthetic process"	"12/914"	"112/11810"	0.156442784317302	0.450335459495874	0.376350001000302	12	"BP"
"HIPPO"	"GO:0046496"	"nicotinamide nucleotide metabolic process"	"12/914"	"112/11810"	0.156442784317302	0.450335459495874	0.376350001000302	12	"BP"
"HIPPO"	"GO:0061025"	"membrane fusion"	"12/914"	"112/11810"	0.156442784317302	0.450335459495874	0.376350001000302	12	"BP"
"HIPPO"	"GO:0006643"	"membrane lipid metabolic process"	"16/914"	"157/11810"	0.156475826179729	0.450335459495874	0.376350001000302	16	"BP"
"HIPPO"	"GO:0018107"	"peptidyl-threonine phosphorylation"	"10/914"	"90/11810"	0.15680886620923	0.450726992319998	0.376677209030768	10	"BP"
"HIPPO"	"GO:0046683"	"response to organophosphorus"	"10/914"	"90/11810"	0.15680886620923	0.450726992319998	0.376677209030768	10	"BP"
"HIPPO"	"GO:0071695"	"anatomical structure maturation"	"11/914"	"101/11810"	0.156955116649315	0.450864164336012	0.376791845103223	11	"BP"
"HIPPO"	"GO:0046474"	"glycerophospholipid biosynthetic process"	"18/914"	"180/11810"	0.157390398990238	0.451099550556799	0.376988559802368	18	"BP"
"HIPPO"	"GO:0016791"	"phosphatase activity"	"21/902"	"213/11561"	0.158022793203847	0.567000741273431	0.507011941042032	21	"MF"
"HIPPO"	"GO:0005254"	"chloride channel activity"	"5/902"	"37/11561"	0.158252568207698	0.567000741273431	0.507011941042032	5	"MF"
"HIPPO"	"GO:0015459"	"potassium channel regulator activity"	"5/902"	"37/11561"	0.158252568207698	0.567000741273431	0.507011941042032	5	"MF"
"HIPPO"	"GO:0016298"	"lipase activity"	"8/902"	"68/11561"	0.158346267374953	0.567000741273431	0.507011941042032	8	"MF"
"HIPPO"	"GO:0000729"	"DNA double-strand break processing"	"3/914"	"18/11810"	0.158515751157197	0.451099550556799	0.376988559802368	3	"BP"
"HIPPO"	"GO:0003156"	"regulation of animal organ formation"	"3/914"	"18/11810"	0.158515751157197	0.451099550556799	0.376988559802368	3	"BP"
"HIPPO"	"GO:0010737"	"protein kinase A signaling"	"3/914"	"18/11810"	0.158515751157197	0.451099550556799	0.376988559802368	3	"BP"
"HIPPO"	"GO:0030049"	"muscle filament sliding"	"3/914"	"18/11810"	0.158515751157197	0.451099550556799	0.376988559802368	3	"BP"
"HIPPO"	"GO:0033275"	"actin-myosin filament sliding"	"3/914"	"18/11810"	0.158515751157197	0.451099550556799	0.376988559802368	3	"BP"
"HIPPO"	"GO:0033280"	"response to vitamin D"	"3/914"	"18/11810"	0.158515751157197	0.451099550556799	0.376988559802368	3	"BP"
"HIPPO"	"GO:0050704"	"regulation of interleukin-1 secretion"	"3/914"	"18/11810"	0.158515751157197	0.451099550556799	0.376988559802368	3	"BP"
"HIPPO"	"GO:0055022"	"negative regulation of cardiac muscle tissue growth"	"3/914"	"18/11810"	0.158515751157197	0.451099550556799	0.376988559802368	3	"BP"
"HIPPO"	"GO:0060045"	"positive regulation of cardiac muscle cell proliferation"	"3/914"	"18/11810"	0.158515751157197	0.451099550556799	0.376988559802368	3	"BP"
"HIPPO"	"GO:0061117"	"negative regulation of heart growth"	"3/914"	"18/11810"	0.158515751157197	0.451099550556799	0.376988559802368	3	"BP"
"HIPPO"	"GO:1902254"	"negative regulation of intrinsic apoptotic signaling pathway by p53 class mediator"	"3/914"	"18/11810"	0.158515751157197	0.451099550556799	0.376988559802368	3	"BP"
"HIPPO"	"GO:1902895"	"positive regulation of pri-miRNA transcription by RNA polymerase II"	"3/914"	"18/11810"	0.158515751157197	0.451099550556799	0.376988559802368	3	"BP"
"HIPPO"	"GO:1904030"	"negative regulation of cyclin-dependent protein kinase activity"	"3/914"	"18/11810"	0.158515751157197	0.451099550556799	0.376988559802368	3	"BP"
